merchant,flyer_id,name,price,valid_from,valid_to
Sobeys,8034516,Party Mix,4.49,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,"Maritime Brown, Potato or Newfoundland Style Bread",3.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,COMPLIMENTS Peanut Butter,7.0,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,"Breaded Chicken Strips, Burgers or Popcorn",8.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,"Cooked Mussels, Clam Meat or Seafood Medley",4.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,BOB'S Bacon 375 g,2.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,DANONE Activia Yogurt 12 pk or Activia Expert 750 g or Oikos Greek Yogurt 650-750 g,6.49,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,GENERAL MILLS 300-437 g or KELLOGG'S Premium or Core Cereal 210-525 g,3.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,Gluten-Free Breaded Premium Fish Fillets,12.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,Dipps or Chewy Bars Club Pack,12.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,Tomatoes,1.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,COMPLIMENTS Sandwich Bags 100 pk or Freezer Bags 15-20 pk,2.5,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,Fresh Atlantic Salmon Fillets,11.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,COMPLIMENTS Rice Crackers,1.5,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,Cookies,11.0,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,Wieners,3.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,COMPLIMENTS Flour,4.99,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
Sobeys,8034516,GoActive or Organic Cereal,7.49,2026-07-23T00:00:00-04:00,2026-07-29T22:59:59-04:00
